	L1_CD103	L2_CD103	L3_CD103	L1_DP	L2_DP	L3_DP	L1_DN	L2_DN	L3_DN	L2_CD49a	L3_CD49a
Atp9a	274	267	179	593	587	729	109	163	71	160	209
Mir7004	0	0	0	0	0	0	0	0	0	0	0
Sall4	0	0	0	0	0	0	0	0	0	0	0
RP23-354I18.3	0	0	0	0	0	0	0	0	0	0	0
Gm25214	0	0	0	0	0	0	0	0	0	0	0
Zfp64	480	253	269	749	744	598	409	301	343	411	475
RP23-337P24.2	0	0	0	0	0	0	0	0	0	0	0
RP23-337P24.3	0	0	0	0	0	3	0	0	0	0	0
RP23-337P24.5	0	0	0	0	0	0	0	0	0	0	1
Gm26469	0	0	0	0	0	0	0	0	0	0	0
RP23-337P24.1	0	0	0	0	0	0	0	0	0	0	0
RP23-244B6.1	0	0	0	0	0	0	0	0	0	0	0
RP23-266B14.1	0	0	0	0	0	0	0	0	0	0	0
RP23-266B14.2	0	0	0	0	0	0	0	0	0	0	0
RP23-123O12.1	0	0	0	0	0	0	0	0	0	0	0
Gm11011	0	0	0	0	0	0	0	0	0	0	0
RP23-123O12.2	0	0	1	0	0	0	0	0	0	0	2
Tshz2	3	5	0	0	2	7	3	0	0	6	3
Gm26883	0	0	0	0	0	0	0	0	0	0	0
RP23-105H6.2	0	0	0	0	0	0	0	0	0	0	0
A630075F10Rik	0	0	0	0	0	0	0	0	0	1	0
Zfp217	83	63	55	188	151	241	189	96	133	189	149
Gm17619	0	0	0	0	0	0	0	0	0	0	0
RP23-321B23.2	33	30	16	19	14	8	24	27	32	16	18
Bcas1	0	0	0	0	0	0	0	0	5	0	0
Bcas1os2	0	0	0	0	0	0	0	0	0	0	0
Bcas1os1	0	0	0	0	0	0	0	0	0	0	0
RP23-321D1.4	3	2	4	2	5	2	2	1	6	6	1
Cyp24a1	0	0	0	0	0	0	0	0	0	0	0
Pfdn4	1972	1275	1104	1044	690	1127	2035	1764	1477	1389	1329
RP23-43J11.4	0	5	1	0	0	0	1	2	0	1	0
RP23-43J11.3	0	0	0	0	0	0	0	0	0	0	0
RP23-43J11.2	0	0	0	0	0	0	0	0	0	0	0
RP24-500B8.1	0	0	0	0	0	0	0	0	0	0	0
Dok5	0	0	0	0	0	0	0	0	0	0	0
RP23-255A6.1	0	0	0	0	0	0	0	2	0	0	0
RP23-117M21.1	0	0	0	0	0	0	0	0	0	0	0
RP23-117M21.2	0	0	0	0	0	0	0	0	0	0	0
RP23-117M21.3	0	0	0	0	0	0	0	0	0	0	0
Gm26489	0	0	0	0	0	0	0	0	0	0	0
RP23-56C2.1	0	0	0	0	0	0	0	0	0	0	0
RP23-76M8.1	0	0	0	0	0	0	0	0	0	0	0
RP23-76M8.4	0	0	0	0	0	0	0	0	0	0	0
Cbln4	0	0	0	0	0	0	0	0	0	0	0
RP23-76M8.3	0	0	0	0	0	0	0	0	0	0	0
RP23-358I19.1	2	2	0	3	0	3	2	0	3	2	3
Gm44301	0	0	0	0	0	0	0	0	0	0	0
Mc3r	0	0	0	0	0	0	0	0	0	0	0
RP23-160O12.1	0	0	0	0	0	0	0	0	0	0	0
RP23-160O12.2	0	1	0	0	0	0	0	0	0	0	0
Fam210b	209	115	125	337	371	332	290	184	120	216	201
Aurka	58	61	49	115	94	97	61	30	72	52	65
Cstf1	2413	1853	1301	1692	1552	1577	1949	1716	1884	1806	1435
Cass4	24	37	7	235	371	220	5	0	14	28	25
RP23-228E2.10	7	6	3	9	7	7	8	4	7	9	5
Rtfdc1	2824	2266	1381	2944	3199	2965	2223	2246	1938	2863	2530
Gcnt7	70	105	57	168	94	113	89	66	81	100	89
Fam209	5	11	7	16	10	13	11	9	10	7	13
RP23-228E2.8	302	237	168	161	89	164	414	370	368	305	232
Tfap2c	0	0	0	0	0	1	0	0	0	0	0
Gm22773	0	0	0	0	0	0	0	0	0	0	0
Bmp7	11	16	0	0	10	7	35	31	48	23	13
Spo11	0	8	0	0	0	0	0	0	9	0	0
Rae1	6569	4962	3359	4081	3826	4587	6055	5403	5321	4709	4308
Rbm38	565	431	251	399	492	387	547	426	370	421	340
RP23-368M21.6	0	0	0	0	0	0	2	1	0	0	0
RP23-368M21.4	3	2	2	4	0	1	5	3	5	0	0
Ctcfl	0	0	0	0	0	0	1	0	1	0	1
Ctcflos	0	0	2	2	0	1	0	0	4	0	0
Pck1	0	1	0	0	0	0	0	0	0	0	0
Zbp1	2534	3763	1645	1875	2233	2504	1506	2604	1585	3470	2375
Pmepa1	345	568	241	542	411	1173	156	435	307	422	325
Pmepa1os	0	0	0	0	0	0	0	0	0	0	0
RP23-18F9.3	0	0	0	0	0	0	0	0	0	0	0
RP23-18F9.1	0	0	0	0	0	0	0	0	0	0	0
Ankrd60	0	0	0	1	0	0	0	0	0	0	1
Ppp4r1l-ps	90	23	26	135	71	125	89	56	101	145	61
Rab22a	1287	1057	737	2148	1868	2012	1380	1268	1064	1905	1603
Mir6340	0	0	0	0	0	0	0	0	0	0	0
RP23-292G16.2	0	0	0	0	0	0	0	0	0	2	0
Vapb	703	501	349	525	339	573	818	494	580	671	393
RP23-383L13.2	0	0	0	0	0	0	3	0	0	0	0
RP23-21C14.1	13	13	6	5	2	11	16	22	15	10	14
Atp5k-ps2	1	1	0	1	0	0	0	0	0	0	0
Vamp7-ps	0	0	0	0	1	0	0	0	0	0	0
Stx16	441	348	223	411	325	477	591	461	504	427	447
Npepl1	3514	2866	1968	1727	1507	2091	4126	3256	3985	2125	2501
AL669896.1	0	0	0	0	1	0	0	0	0	0	0
Gm27591	0	0	0	0	0	0	0	0	0	0	0
Mir296	1	0	0	0	0	0	0	0	1	0	0
Mir298	0	0	0	0	0	0	0	0	0	0	0
Nespas	15	8	6	21	5	10	6	2	9	3	10
Gnas	263	229	133	252	292	317	309	296	247	329	191
Gm27899	1	0	0	0	0	0	0	0	0	0	0
Gm27869	0	0	0	0	0	0	0	0	0	0	0
Gm27849	0	0	0	0	0	0	0	0	0	0	0
Gm20721	0	0	1	0	0	0	0	2	0	0	0
Nelfcd	1436	1019	690	1108	1021	1333	1509	1095	1252	1114	1079
Ctsz	3339	1939	1560	2419	2051	2264	3118	2027	2261	2612	2780
Rpl30-ps5	0	0	0	0	0	0	1	0	0	0	0
Tubb1	1	0	0	0	0	0	0	0	0	2	1
Atp5e	3943	2918	2325	2289	1495	2568	4902	3876	3760	3735	3229
Prelid3b	2976	2197	1573	2394	2144	2595	2837	2181	2362	2691	2508
RP23-6N18.2	0	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps1	0	0	0	0	1	0	0	0	1	0	0
Zfp831	9	11	14	84	45	66	29	41	26	81	10
Edn3	0	0	0	0	0	0	0	0	0	0	0
RP23-101P8.2	0	0	0	0	0	0	0	0	0	0	0
RP23-101P8.3	0	0	0	0	0	0	0	0	0	0	0
RP23-101P8.4	0	0	0	0	0	0	0	0	0	0	0
RP23-330D3.1	0	0	0	0	0	0	0	0	0	0	0
RP23-330D3.11	0	0	0	0	0	0	0	0	0	0	0
RP23-330D3.8	0	0	0	0	0	0	0	0	0	0	0
RP23-330D3.5	0	0	0	0	0	0	0	0	0	0	0
RP23-330D3.7	0	0	0	0	1	0	0	0	0	0	0
RP23-330D3.2	0	1	0	0	0	1	1	0	0	0	0
RP23-330D3.4	0	0	0	0	0	0	0	0	0	0	0
RP23-330D3.6	0	2	4	0	0	0	2	5	9	0	0
RP23-330D3.10	0	0	0	0	0	0	0	0	0	0	0
RP23-330D3.9	0	0	0	0	0	1	1	0	1	0	7
RP23-330D3.3	0	0	0	0	0	0	0	0	0	0	0
RP23-166A1.3	0	0	0	0	0	0	0	0	0	0	0
RP23-166A1.2	5	1	3	3	1	0	3	8	3	3	5
RP23-166A1.1	0	1	0	0	0	0	0	0	0	0	0
RP24-114J8.1	0	0	0	0	0	0	0	0	0	0	0
RP23-166A1.4	0	0	0	0	0	0	0	0	0	0	0
RP23-317N11.1	0	0	0	0	0	0	0	0	0	0	0
RP23-317N11.6	0	0	0	0	0	0	0	0	0	0	0
RP23-317N11.7	11	2	2	5	0	9	3	4	4	0	1
RP23-282O12.1	1	0	0	1	0	0	1	0	1	0	0
RP23-294G7.1	0	0	0	0	0	0	0	0	0	0	0
RP23-294G7.2	0	0	0	0	0	0	0	0	0	0	0
RP23-294G7.3	0	0	0	0	0	0	0	0	0	0	0
RP23-355G16.9	0	0	0	0	0	0	0	0	0	0	0
RP23-355G16.11	0	0	0	0	0	0	0	0	0	0	0
RP23-355G16.1	0	0	0	0	0	0	0	0	0	0	0
Rps8-ps2	0	0	0	0	0	0	0	0	0	0	0
RP23-355G16.4	0	0	0	0	0	0	0	0	0	0	0
RP23-355G16.5	0	0	0	0	0	0	0	0	0	0	0
RP23-355G16.12	0	0	0	0	0	0	0	0	0	0	0
RP23-355G16.6	0	0	0	0	0	0	0	0	0	0	0
RP23-355G16.8	0	0	0	0	0	0	0	1	0	0	0
RP23-83O23.1	0	0	0	0	0	0	0	0	0	0	0
RP23-83O23.3	0	0	0	0	0	0	0	0	0	0	0
RP23-83O23.2	0	0	0	0	0	0	0	0	0	0	0
RP23-83O23.4	0	0	0	0	0	0	0	0	0	0	0
RP23-83O23.5	0	0	0	0	0	0	0	0	0	0	0
Gm17258	0	0	0	0	0	0	0	0	0	0	0
RP23-83O23.6	0	0	0	0	0	0	0	0	0	0	0
RP23-355G16.10	0	0	0	0	0	0	0	0	0	0	0
RP23-442I10.1	0	0	0	0	0	0	0	0	0	0	0
RP23-442I10.3	0	0	0	0	0	0	0	0	0	0	0
RP23-442I10.2	0	0	0	0	0	0	0	0	0	0	0
Zfp967	0	0	0	0	0	0	0	0	0	0	0
RP24-562O19.1	0	0	0	0	0	0	0	0	0	0	0
RP24-562O19.2	0	0	0	0	0	0	0	0	0	0	0
RP24-562O19.3	0	0	0	0	1	0	0	0	0	0	0
RP24-562O19.4	12	10	8	13	12	7	15	8	17	25	9
RP24-574J13.5	0	0	0	0	0	0	0	0	0	0	0
RP24-574J13.6	0	0	0	0	0	0	0	0	0	0	0
RP23-86F8.3	43	11	10	28	29	41	60	50	49	19	35
RP23-125B17.1	0	0	0	0	0	0	0	0	0	0	0
RP23-125B17.2	0	0	0	0	0	0	0	0	0	0	0
RP23-90C6.1	0	0	0	0	0	0	0	0	0	0	0
RP23-90C6.2	0	0	0	0	0	0	0	0	0	0	0
RP23-90C6.3	0	0	0	0	1	0	1	0	0	0	0
RP23-360A2.1	0	0	0	0	0	0	0	0	0	0	0
RP23-360A2.2	0	0	0	0	0	0	0	0	0	1	0
RP23-360A2.3	0	0	0	0	1	0	0	0	0	2	0
RP23-360A2.10	0	0	0	0	0	0	0	0	0	1	0
RP23-360A2.4	0	0	0	0	0	0	0	0	0	0	0
RP23-360A2.5	0	0	0	4	0	0	0	0	0	0	0
RP23-360A2.6	0	0	0	0	0	0	0	0	0	0	0
RP23-360A2.7	0	0	0	0	0	0	0	0	0	0	0
RP23-360A2.8	11	8	6	11	19	14	28	22	18	7	10
RP23-360A2.9	0	0	0	0	0	0	0	1	0	0	0
RP23-67E6.1	0	0	0	0	0	0	0	1	0	0	0
RP23-67E6.2	0	0	0	0	0	0	0	0	1	0	0
RP23-67E6.3	1	1	2	1	0	0	2	0	1	1	3
RP23-67E6.4	0	0	0	0	0	0	0	0	0	0	0
RP23-67E6.6	0	0	4	0	0	1	0	0	2	1	0
RP23-67E6.5	6	2	3	6	10	3	5	1	12	8	1
RP24-63F2.1	0	0	0	4	8	1	1	0	0	2	7
RP23-67E6.7	0	0	0	0	0	0	0	0	0	0	0
RP24-63F2.2	0	0	0	0	0	0	0	0	0	0	0
RP23-389L22.1	0	0	0	0	0	0	0	0	0	0	0
RP23-275N21.1	0	0	0	1	0	0	0	0	0	0	0
RP23-275N21.2	24	23	16	18	20	12	39	19	42	36	25
RP23-275N21.5	3	0	0	0	0	1	1	0	0	0	1
RP23-275N21.3	1	3	2	3	0	0	3	5	2	3	1
RP23-275N21.4	1	4	0	0	1	1	11	2	4	3	1
RP23-275N21.6	3	2	1	2	1	3	5	3	1	9	5
RP24-87L14.1	24	37	25	38	35	54	54	51	44	34	35
RP24-87L14.3	0	0	0	0	0	0	0	0	0	0	0
Etohi1	44	40	23	44	35	26	78	14	52	28	29
Gm26869	0	0	3	5	0	0	0	0	2	0	0
Zfp931	15	18	10	19	14	36	55	17	46	34	14
Phactr3	0	0	1	0	1	8	6	5	9	1	2
Sycp2	0	0	0	0	0	0	0	0	0	0	0
Ppp1r3d	3	0	14	16	8	13	0	0	0	3	25
Fam217b	0	4	0	0	4	0	0	0	6	0	2
Cdh26	0	0	0	0	0	0	0	0	0	0	0
RP23-179F9.1	0	0	0	0	0	0	0	0	0	0	0
RP23-285J17.1	2	4	2	1	0	1	0	2	3	4	0
RP23-285J17.2	0	0	0	0	0	0	0	0	0	0	0
RP24-80C21.1	0	0	0	0	0	0	0	1	0	0	0
RP24-80C21.2	0	0	0	0	0	0	0	0	0	0	0
Cdh4	17430	14791	13817	0	1	16061	19278	0	0	16455	0
RP23-67P9.1	0	0	0	0	0	0	0	0	0	0	0
Taf4	105	180	123	243	188	209	114	229	127	128	152
RP23-23G3.3	30	43	15	83	91	58	38	46	29	84	71
RP23-23G3.4	0	0	0	0	0	0	0	0	0	0	0
Lsm14b	229	200	117	328	167	273	219	252	249	247	192
Psma7	23673	17538	12950	12232	9479	12923	22679	19331	17420	16315	14361
Ss18l1	185	148	68	142	130	188	158	85	129	118	101
Mtg2	1025	675	485	540	415	683	986	997	862	833	713
Hrh3	0	0	0	0	0	0	0	0	0	0	0
RP24-74N4.3	0	0	0	0	0	0	0	0	0	0	0
Osbpl2	1311	964	639	912	890	946	1051	901	840	998	915
Adrm1	3658	2944	1703	3393	3066	3507	3650	3034	3099	2948	2779
Lama5	9	11	4	43	44	67	6	19	9	6	3
Mir7005	0	0	0	0	0	0	0	0	0	0	0
Rps21	4761	3298	2239	2308	1532	2596	7251	6277	5786	4549	4234
Mir3091	5	6	5	2	4	4	5	5	3	7	2
Cables2	2257	1899	1175	1632	1496	1775	1767	1806	1941	1947	1716
Rbbp8nl	0	0	0	0	0	1	0	0	0	0	1
Gata5	0	0	0	0	0	0	0	0	0	0	0
Gata5os	0	0	0	0	0	0	0	0	0	0	0
RP24-499M12.1	0	0	0	0	4	0	0	0	0	0	0
Mir1a-1	0	0	0	0	0	0	0	0	0	0	0
Mir133a-2	0	0	0	0	0	0	0	0	0	0	0
Slco4a1	495	643	267	2621	3116	2601	215	416	206	1995	1218
Ntsr1	0	0	0	0	0	0	0	0	0	0	0
Mrgbp	1642	1367	825	831	799	986	2072	1573	1737	1493	1270
Ogfr	3616	3226	2087	3193	3600	3608	2930	3118	2720	3878	2631
Col9a3	26	64	29	86	97	67	25	78	41	73	32
Tcfl5	3	1	1	11	4	7	1	0	0	14	2
Dido1	2744	2083	1442	2275	2727	2214	2734	1774	2209	2403	2168
Gm22502	0	0	0	0	0	1	1	0	0	2	0
Gid8	635	454	331	725	658	717	610	619	493	693	590
Slc17a9	453	278	211	246	238	212	597	348	543	358	343
RP23-359C15.2	0	0	0	0	0	0	0	0	0	0	0
Bhlhe23	0	0	0	0	0	0	0	0	0	0	0
RP23-359C15.3	0	0	0	0	0	0	0	0	0	0	0
RP23-359C15.4	0	0	0	0	0	0	1	0	0	0	0
RP23-359C15.5	0	0	0	0	0	0	0	0	0	0	0
Gm22842	0	0	0	0	0	0	0	0	0	0	0
RP23-359C15.6	0	0	0	0	0	0	0	0	0	0	0
Mir124a-3	0	0	0	0	0	0	0	0	0	0	0
RP23-359C15.10	0	0	0	0	0	0	0	0	0	0	0
Ythdf1	3834	3546	2156	3470	3518	3775	3259	3320	3225	3489	2997
Birc7	0	0	0	0	0	0	0	0	0	0	0
Nkain4	0	0	0	0	0	0	0	0	0	0	0
RP23-397H18.2	0	0	0	0	0	0	0	0	1	2	0
Arfgap1	2193	1877	1128	1713	1865	2215	1900	1591	1992	1940	1676
RP23-397H18.5	47	44	32	37	50	63	56	18	29	75	44
Col20a1	47	57	20	37	17	48	29	67	53	27	40
Chrna4	0	0	0	0	0	5	0	2	1	0	0
Kcnq2	0	0	0	0	0	0	0	0	0	0	3
Eef1a2	1	1	0	0	0	0	0	0	0	0	0
Gm24892	0	0	0	0	0	0	0	0	0	0	0
Ppdpf	843	597	461	630	479	546	1057	680	782	775	715
Ptk6	0	1	0	10	4	1	4	5	0	0	0
Srms	0	3	3	21	6	2	4	0	3	2	0
RP23-401M24.1	1	1	2	2	1	0	0	2	0	3	2
RP23-401M24.2	0	0	0	8	0	0	0	6	0	0	0
Helz2	2095	2397	1380	3177	4505	3444	2257	2278	2026	3690	2232
Gmeb2	1000	828	480	1228	1353	1190	813	772	709	1036	878
RP23-401M24.5	5	6	4	0	5	6	6	1	15	9	3
Stmn3	0	4	1	0	0	1	4	0	2	0	0
Rtel1	831	644	343	443	490	493	832	592	795	635	551
Arfrp1	4191	3396	2132	2533	2177	2567	4066	3353	3542	3309	2836
Zgpat	1677	1306	889	1373	1378	1401	1736	1573	1417	1811	1305
Lime1	8	7	12	9	10	15	11	18	20	17	10
Slc2a4rg-ps	199	213	108	128	189	214	324	237	249	189	168
Zbtb46	155	177	94	285	296	320	416	467	578	475	366
Gm22708	0	0	0	0	0	0	0	0	0	0	0
Abhd16b	1	4	1	0	8	3	0	0	0	1	0
Tpd52l2	2604	1798	1330	1822	1513	1847	2614	2311	2023	2024	1922
Gm25184	1	2	0	0	0	4	1	1	2	1	1
Dnajc5	4762	4232	2369	4868	4840	4976	3998	4181	3905	4598	3881
Uckl1	708	614	374	632	656	703	872	728	916	841	587
Uckl1os	8	8	14	13	4	16	16	18	3	16	14
Zfp512b	388	411	257	67	104	107	559	154	355	218	110
Mir7006	0	0	0	0	0	0	0	0	0	0	0
Prpf6	2861	2159	1144	3129	3318	2804	1801	1761	2020	2667	2384
Samd10	212	83	92	62	81	90	203	65	165	87	114
RP23-138J20.8	0	2	0	0	0	0	4	0	3	0	7
Gm25879	0	0	0	0	0	0	0	0	0	0	0
Sox18	3	0	5	1	3	6	3	0	6	0	0
Tcea2	201	234	133	58	85	131	460	317	340	227	182
Rgs19	2384	1768	1139	1096	854	1062	2995	2107	2094	1581	1646
Lkaaear1	0	5	2	2	4	0	7	0	0	2	2
Oprl1	0	0	8	0	3	5	0	0	2	7	15
RP23-322G1.3	0	0	0	0	0	0	0	0	0	0	0
Myt1	0	0	10	0	0	0	0	0	0	0	0
Pcmtd2	31	127	47	174	264	278	148	184	106	259	114
Polr3k	1622	1112	836	1011	821	904	1845	1746	1288	1333	1184
RP23-409P4.1	3	1	0	2	1	5	0	3	1	1	4
RP23-409P4.2	0	0	0	0	0	0	0	0	0	0	0
Gm28002	0	0	0	0	0	0	0	0	0	0	0
Gm27460	0	0	0	0	0	0	0	0	0	0	0
RP23-227N19.2	0	0	0	0	0	0	0	0	0	0	0
RP23-227N19.1	0	0	0	0	0	0	0	0	0	0	0
Hnf4g	0	0	0	0	0	0	0	0	0	0	0
RP23-339P23.1	0	0	0	0	0	0	0	0	0	0	0
Gm23237	0	0	0	0	0	0	0	0	0	0	0
Rps24-ps2	0	1	0	0	0	1	3	2	0	1	1
RP24-61J18.2	0	0	0	0	0	0	0	0	0	0	0
RP23-243N8.1	1	1	0	0	0	0	0	0	1	0	0
RP23-76C12.1	1	0	1	0	1	1	0	0	1	0	2
Gm23976	0	0	0	0	0	0	0	0	0	0	0
n-R5s194	0	0	0	0	0	0	0	0	0	0	0
RP23-215I1.1	0	0	0	0	0	0	0	0	0	0	0
RP23-215I1.2	0	0	0	0	0	0	0	0	0	0	0
RP24-66H10.1	0	0	0	0	0	0	0	0	0	0	0
Gm22944	0	0	0	0	0	0	0	0	0	0	0
RP24-66H10.2	0	0	0	0	0	0	0	0	0	0	0
RP23-442I7.2	0	0	0	0	0	0	0	0	0	0	0
RP23-442I7.1	0	0	0	0	0	0	0	0	0	0	0
RP23-442I7.3	0	0	0	0	0	0	0	0	1	0	0
RP24-338K10.1	1	0	0	0	0	0	0	0	0	0	0
RP24-257J5.1	0	0	0	0	0	0	0	0	0	0	0
RP24-257J5.2	0	0	0	0	0	0	0	0	0	0	0
Zfhx4	0	0	0	0	0	0	0	0	0	1	0
RP24-309A12.1	0	0	0	0	0	0	0	0	0	0	0
Pex2	856	549	424	614	460	822	931	835	760	838	809
RP23-478I18.1	13	5	4	14	16	11	8	10	10	13	4
RP23-415L22.2	0	0	0	0	0	0	0	0	0	0	0
Gm25352	0	0	0	0	0	0	0	0	0	0	0
Gm25144	0	0	0	0	0	0	0	0	0	0	0
RP23-32D13.3	0	0	0	0	0	0	0	0	0	0	0
RP23-32D13.1	0	1	1	0	0	0	0	0	0	0	0
RP24-380G11.1	0	0	0	0	0	0	0	0	0	0	0
Gm23147	0	0	0	0	0	0	0	0	0	0	0
RP24-357L20.2	0	0	0	0	0	0	0	0	0	0	0
RP24-357L20.1	0	0	0	0	0	0	2	0	0	0	0
RP24-399N24.2	0	0	0	0	0	0	0	0	0	0	0
RP24-399N24.1	0	0	0	0	0	0	0	0	0	0	0
Olfr289-ps1	0	0	0	0	0	0	0	0	0	0	0
Gm22074	0	0	0	0	0	0	0	0	0	0	0
RP23-299B23.1	0	0	0	0	0	0	0	0	0	0	0
Pkia	0	0	0	0	0	0	0	0	0	0	0
RP23-270P19.7	0	0	0	0	0	0	0	0	0	0	0
RP23-270P19.5	0	0	0	0	0	0	0	0	0	0	0
Gm23592	0	0	0	0	0	0	0	0	0	0	0
Zc2hc1a	6	6	0	63	29	68	0	24	5	43	21
Il7	8	0	4	6	1	4	1	0	4	1	3
RP23-129D21.1	4	0	0	3	0	0	0	0	4	2	3
RP23-233F23.2	0	0	0	0	0	0	0	0	0	0	0
RP23-233F23.1	0	0	0	0	0	0	0	0	0	0	0
RP24-422L17.2	0	0	0	0	0	0	0	0	0	0	0
RP24-422L17.1	5	2	4	2	2	4	1	1	4	1	2
Gm24614	0	0	0	0	0	0	0	0	0	0	0
RP23-463B12.1	0	0	0	1	0	0	0	1	0	0	1
Stmn2	3	1	0	0	8	0	2	0	0	1	5
RP23-245F10.1	0	0	0	2	0	0	0	1	1	0	1
RP24-558H21.1	0	0	0	0	0	0	0	0	0	0	0
Hey1	6	4	5	8	9	12	24	0	0	0	0
RP24-558H21.3	0	0	0	0	0	0	0	0	0	0	0
Gm23670	0	0	0	0	0	0	0	0	0	0	0
RP24-558H21.4	0	0	0	0	0	0	0	0	0	0	0
RP24-558H21.5	0	0	0	0	0	0	0	0	0	0	0
Mrps28	1908	1471	1056	976	765	1218	2025	1675	1587	1360	1292
AC133935.2	5	6	6	8	5	5	6	10	5	2	2
AC133935.1	0	9	3	1	2	5	7	0	3	1	2
Tpd52	880	610	412	520	399	532	936	820	647	579	478
RP23-241J7.3	0	0	0	0	0	0	0	0	0	0	0
RP23-241J7.1	0	0	0	0	0	0	0	0	0	0	0
RP23-241J7.2	3	3	0	2	0	0	4	1	2	8	3
Zbtb10	22	95	30	20	20	21	17	76	83	30	29
Gm22604	0	0	0	0	0	0	0	0	0	0	0
RP23-423L24.1	0	0	0	0	0	0	0	0	0	5	0
Zfp704	4	3	0	3	11	0	0	0	0	2	1
RP23-143K19.1	0	0	0	0	0	0	0	0	0	0	0
RP24-229P11.1	0	0	0	0	0	0	0	0	0	0	0
Pag1	397	306	137	1533	1978	1496	154	249	166	654	548
AC129945.2	1	2	0	5	4	1	0	0	0	4	0
Gm24786	2	4	1	9	6	8	2	4	4	5	7
RP23-284A15.1	0	0	0	0	0	0	0	0	0	0	0
RP23-284A15.2	0	0	1	0	0	0	0	0	0	0	0
Fabp5	2344	1316	1061	889	565	942	1692	1081	1293	737	905
RP23-20F10.1	0	0	0	0	0	0	3	3	0	0	0
RP24-137C19.1	20	19	7	25	16	28	10	18	16	18	18
RP24-137C19.2	0	0	0	0	0	0	0	0	0	0	0
Pmp2	0	0	0	0	0	0	0	0	0	0	0
RP24-137C19.6	0	0	0	0	0	0	0	0	0	0	0
Fabp9	0	0	0	0	0	0	0	0	0	0	0
Fabp4	34	9	10	22	10	9	4	0	2	6	8
RP23-436F15.6	0	0	0	0	0	0	0	0	0	0	0
RP23-436F15.2	0	0	1	1	1	1	0	1	0	1	2
RP23-436F15.1	0	0	0	0	0	0	0	0	0	0	0
Fabp12	1	0	1	1	0	2	4	0	0	6	0
RP23-436F15.3	0	0	1	0	0	0	1	3	0	0	0
RP23-436F15.7	0	0	0	0	0	0	0	0	0	0	0
Impa1	1380	1108	736	1585	1587	1719	1310	1543	1157	1641	1384
RP23-436F15.5	0	0	0	0	0	0	0	0	0	0	0
Slc10a5	0	0	2	0	0	1	1	0	0	0	0
Zfand1	145	123	49	80	91	108	173	77	112	110	176
Chmp4c	22	14	6	26	9	29	22	9	12	24	21
Snx16	149	129	82	168	119	164	142	133	115	177	126
RP24-111F24.1	0	0	0	0	0	0	0	0	0	0	0
RP24-384A12.2	0	0	0	0	0	0	0	0	0	0	0
RP24-384A12.3	0	0	0	0	0	0	0	0	0	0	0
Gm22795	0	0	0	0	0	0	0	0	0	0	0
RP23-167L9.2	0	0	0	1	0	0	0	0	0	0	0
RP23-190B7.1	0	0	0	0	0	1	1	0	0	0	0
Gm22547	0	0	0	0	0	0	0	0	0	0	0
RP23-452I19.1	3	0	0	0	0	1	1	0	0	0	1
RP23-171O7.1	0	0	0	0	0	0	0	0	0	0	0
RP24-129O20.1	0	0	0	0	0	0	0	0	0	0	0
RP24-356H12.1	0	0	0	0	0	0	0	0	0	0	0
RP23-21O7.1	4	5	5	4	3	3	15	14	14	11	5
RP24-390D3.1	0	0	0	0	0	0	0	0	0	0	0
RP23-187F18.1	0	0	0	0	0	0	0	0	0	0	0
RP24-283J17.1	0	0	0	0	0	0	0	0	0	0	0
RP24-346N5.1	0	0	0	1	0	0	0	0	0	0	0
RP23-333L19.2	0	0	0	0	0	0	0	0	3	0	0
Ralyl	0	0	0	0	0	0	0	0	0	0	0
Gm2464	0	0	0	0	0	0	0	0	0	0	0
RP23-370E6.2	2	0	0	3	0	1	1	0	1	0	0
RP23-370E6.3	0	0	0	0	0	0	0	0	0	0	0
RP23-21E5.1	0	0	0	0	0	0	0	0	0	0	0
Gm25981	0	0	0	0	0	0	0	0	0	0	0
Gm22026	0	0	0	0	0	0	0	0	0	0	0
Gm23112	0	0	0	0	0	0	0	0	0	0	0
RP24-81A22.4	0	0	0	0	0	0	0	0	0	0	0
RP24-81A22.2	0	0	0	0	0	0	0	0	0	0	0
RP24-81A22.3	0	0	0	0	0	0	0	0	0	0	0
RP24-81A22.1	0	0	1	0	0	0	0	0	0	0	0
Slc7a12	0	0	0	0	0	0	0	0	0	0	0
RP24-251F16.3	0	0	0	0	1	0	0	0	0	0	0
Lrrcc1	103	90	58	125	184	213	90	117	113	134	157
RP24-251F16.2	0	0	0	0	0	0	0	0	0	0	0
E2f5	1133	816	553	838	568	801	1028	905	1097	912	718
RP24-251F16.4	2368	2039	1330	1312	977	1665	2747	2230	2237	2061	1681
RP24-251F16.6	0	0	0	0	0	0	0	0	0	0	0
Car13	34	12	8	37	35	67	5	24	6	216	159
AC167976.4	0	0	0	0	0	0	0	0	0	0	0
Car1	4	0	0	0	0	0	0	0	0	0	0
RP24-123I12.1	0	1	0	1	0	0	2	1	1	0	0
Car3	0	0	0	0	1	0	0	0	0	0	0
Car2	514	716	297	580	843	841	974	1326	861	2266	1530
RP23-3D20.2	3	17	4	12	19	10	16	71	13	77	27
RP23-3D20.1	0	0	1	1	1	1	0	0	1	3	1
RP24-150C17.1	0	0	0	0	0	0	0	0	0	0	0
RP24-150C17.2	0	0	0	2	0	0	0	0	0	8	2
Sirpb1a	1	0	1	7	3	0	0	0	0	0	3
